tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delay_days,contract_type,internet_service,online_security,tech_support,churn
46,99.95,4726.85,1,4,5,0,2,0,1,0
1,97.95,95.17,2,7,15,1,1,1,0,1
13,28.42,386.12,5,9,21,0,1,1,1,0
18,99.89,1856.31,3,1,29,0,1,1,1,0
32,37.74,1182.27,1,5,0,2,2,1,0,0
27,117.84,3294.29,3,1,9,1,1,0,0,0
12,50.21,575.27,3,4,14,2,2,0,1,0
20,108.2,2233.41,2,9,1,1,0,1,0,0
25,49.48,1219.62,1,5,14,0,2,0,0,0
23,103.13,2347.33,1,7,14,0,1,0,1,0
24,82.02,1901.0,2,3,1,0,1,0,1,0
60,106.01,6488.99,3,7,30,0,2,1,1,0
23,93.88,2244.87,2,4,1,1,0,1,1,0
69,75.05,5191.41,1,9,18,1,0,1,1,0
47,75.25,3440.06,1,9,9,2,1,1,0,0
11,27.63,306.25,3,6,19,1,0,1,0,0
56,22.52,1271.22,2,0,17,2,1,0,0,0
42,20.44,879.52,4,5,18,2,2,1,0,0
12,75.1,861.32,3,4,9,0,1,0,0,1
14,66.1,971.32,1,0,29,0,2,0,1,0
14,79.92,1123.53,4,9,1,2,1,0,1,0
48,56.47,2783.15,4,3,25,2,1,1,1,0
60,31.42,1826.6,2,2,26,1,1,0,0,0
34,34.37,1184.76,2,6,16,2,1,1,0,0
32,105.58,3395.04,4,3,0,0,1,0,0,0
35,41.94,1472.84,4,7,29,2,2,0,0,0
67,30.41,2058.74,1,6,0,1,0,1,0,0
8,98.11,752.14,5,5,27,0,2,0,0,1
21,56.54,1224.18,4,9,29,1,2,1,1,0
70,31.04,2243.21,4,5,24,0,0,0,1,0
44,80.96,3713.36,5,6,28,2,2,1,1,0
61,119.91,7676.41,4,9,30,0,2,1,1,0
69,49.36,3487.88,3,2,9,1,2,0,0,0
35,107.26,3765.11,1,4,21,2,0,0,1,0
43,46.41,2085.81,5,4,3,1,2,1,1,0
68,89.01,6023.06,3,8,20,0,1,0,1,0
39,81.63,3197.77,3,3,10,1,0,0,1,0
60,93.9,5904.29,5,3,7,2,1,1,0,0
58,116.61,6704.19,1,2,17,0,1,1,0,0
43,103.48,4368.5,4,3,30,2,0,1,1,0
48,49.87,2511.69,3,7,17,0,2,1,0,0
11,86.7,933.7,5,4,13,2,2,1,0,0
53,95.55,4866.84,3,0,1,2,0,1,1,0
60,25.96,1608.81,5,0,20,0,2,1,1,0
37,114.15,4258.11,2,3,10,0,1,1,1,0
26,68.27,1707.37,5,8,22,2,0,0,1,0
38,80.74,3153.72,3,8,3,2,1,1,1,0
9,105.68,951.71,4,5,14,0,2,0,0,1
30,112.94,3371.15,2,0,29,1,2,1,1,0
71,34.87,2414.96,4,6,21,0,2,1,0,0
40,49.45,2044.36,2,7,16,1,1,1,0,0
40,51.15,2141.68,3,2,30,1,2,0,1,0
32,34.02,1069.04,4,3,30,0,2,1,1,0
24,71.6,1789.28,2,9,4,0,1,0,1,0
49,101.77,4911.98,2,4,18,2,0,1,1,0
67,101.42,6897.04,3,1,22,1,2,0,0,0
13,37.41,495.51,2,9,12,2,0,1,0,0
42,112.11,4501.38,1,4,6,0,2,0,0,0
57,49.4,2687.58,1,7,16,0,1,0,0,0
3,40.04,115.48,4,6,10,1,0,1,0,0
51,84.9,4208.15,5,3,27,0,0,1,0,0
56,77.05,4418.34,2,8,26,2,0,1,0,0
48,62.31,3108.66,2,4,22,2,0,0,1,0
6,26.98,168.17,3,9,16,0,2,0,0,1
63,61.16,4017.4,5,7,22,1,1,0,0,0
67,92.78,6122.51,3,7,2,2,2,0,1,0
33,63.34,2179.63,3,7,11,0,2,0,0,0
9,25.68,235.75,3,0,28,1,0,0,0,1
10,59.42,591.6,1,3,16,1,0,0,1,1
27,45.47,1280.86,3,8,21,1,0,1,1,0
26,53.94,1457.16,3,4,21,2,1,1,0,0
44,63.84,2848.93,3,4,6,1,0,1,0,0
6,28.48,170.69,1,4,26,2,2,0,0,0
50,52.55,2669.37,1,5,26,2,2,1,0,0
31,66.91,2005.32,3,8,3,2,1,0,0,0
59,28.28,1741.93,5,1,8,2,2,0,0,0
47,107.93,5213.34,4,4,5,2,0,0,0,0
64,51.96,3435.13,5,7,26,2,1,1,1,0
47,99.14,4476.04,1,1,25,1,2,0,0,0
53,84.52,4570.95,4,7,27,1,2,0,1,0
59,34.67,2131.41,3,0,12,1,0,1,0,0
18,110.56,1935.07,1,8,4,1,1,1,0,0
72,52.7,3721.52,5,9,4,1,2,1,1,0
14,44.53,606.95,5,0,24,0,2,0,0,0
67,99.27,6826.22,2,8,14,0,1,0,1,0
22,37.45,798.7,1,6,23,1,0,1,0,0
11,103.52,1123.47,2,5,26,1,2,1,1,0
6,49.65,297.22,5,5,19,2,2,1,0,0
25,107.1,2795.48,1,5,27,1,2,1,0,0
37,20.43,761.01,3,9,30,2,1,0,1,0
45,72.39,3278.04,1,6,16,1,2,1,0,0
61,96.64,5705.8,5,0,23,0,0,0,1,0
71,72.16,5043.97,1,9,10,2,1,0,0,0
14,21.42,295.32,2,7,8,0,0,0,0,0
21,39.19,859.26,4,7,15,0,2,0,0,0
45,46.03,2170.22,2,1,13,1,0,1,1,0
6,81.61,492.6,3,5,27,2,2,0,0,1
31,90.78,2693.59,1,6,16,1,1,1,0,0
3,41.24,126.26,5,3,29,0,0,0,0,1
8,39.2,328.98,4,0,4,2,2,1,1,0
14,79.32,1152.04,2,8,27,2,2,1,0,0
49,45.09,2290.38,1,5,21,2,2,1,1,0
18,69.9,1242.3,2,6,13,0,1,1,0,0
30,83.54,2523.25,2,1,7,2,2,0,1,0
26,46.05,1252.69,3,6,29,2,2,0,1,0
19,119.43,2287.19,2,7,3,1,0,0,1,0
26,42.74,1139.61,5,6,29,1,0,0,1,0
1,85.91,90.07,3,1,20,0,2,0,1,1
66,81.66,5606.07,1,0,10,1,0,0,0,0
9,102.74,886.16,2,1,15,1,2,0,1,0
40,28.88,1143.19,1,2,3,0,0,1,0,0
56,84.95,4642.16,1,3,8,0,2,0,0,0
20,97.64,1930.46,4,7,20,2,1,1,1,0
11,84.48,939.17,3,7,7,1,1,0,0,1
30,21.33,621.21,3,5,10,0,2,0,0,0
54,75.11,4237.25,4,9,10,2,0,0,1,0
50,80.05,3942.61,2,3,23,0,0,0,0,0
67,86.22,5771.47,5,0,25,1,2,1,0,0
15,45.09,647.32,1,1,18,2,2,0,0,0
52,116.19,6052.9,1,1,26,1,0,0,0,0
50,52.04,2472.85,4,9,29,2,1,0,1,0
58,39.51,2309.8,3,1,7,0,0,1,1,0
49,55.65,2843.07,5,4,27,1,1,1,1,0
35,117.31,4205.97,2,5,6,1,2,1,0,0
61,97.09,6078.93,4,8,30,1,0,1,0,0
64,57.89,3791.62,4,9,23,0,1,1,1,0
53,110.31,6136.76,2,4,23,2,2,1,0,0
56,59.43,3470.52,3,3,28,2,0,0,1,0
53,114.86,5990.12,2,2,24,0,1,0,1,0
35,69.83,2458.11,5,0,15,2,0,1,0,0
53,117.3,6313.69,1,5,10,0,2,0,0,0
52,58.16,2983.12,4,0,22,2,0,1,1,0
37,31.66,1133.86,2,7,10,0,1,0,1,0
58,35.73,2119.08,5,1,26,1,1,1,0,0
27,74.89,2103.49,3,7,15,2,0,1,0,0
2,65.09,134.09,3,5,30,2,1,0,0,1
11,68.65,792.37,1,2,29,0,0,0,1,1
2,70.9,137.39,5,7,15,1,2,1,1,1
63,108.74,6960.14,4,5,14,0,2,0,1,0
52,80.1,4285.79,1,7,9,2,2,1,0,0
67,26.12,1674.23,2,8,14,1,0,1,0,0
30,48.78,1469.38,1,9,16,2,2,0,0,0
32,114.42,3662.53,5,4,0,2,0,1,0,0
19,106.33,1937.24,5,4,26,0,1,1,0,0
26,22.17,590.81,3,2,14,0,2,0,0,0
69,113.42,7486.54,3,9,26,1,1,0,0,0
53,29.3,1546.16,3,5,1,2,1,0,0,0
39,66.78,2549.61,3,6,4,2,1,0,0,0
50,92.93,4732.93,1,0,3,2,2,1,1,0
56,99.39,5804.63,3,5,20,0,0,1,1,0
41,30.31,1201.61,1,4,25,1,0,0,1,0
5,62.45,306.19,3,2,28,0,0,1,1,1
67,37.77,2457.16,3,0,6,2,0,1,0,0
49,52.13,2477.47,2,1,23,1,0,0,0,0
5,35.31,168.71,1,6,14,0,2,0,0,1
33,112.66,3805.05,1,1,13,0,0,0,0,0
67,64.64,4127.81,5,8,28,2,2,1,0,0
55,31.5,1741.65,3,1,13,0,0,1,0,0
4,68.46,261.37,1,4,2,2,1,1,0,0
4,86.95,358.7,3,1,19,0,2,1,1,1
56,76.35,4337.05,5,9,24,2,1,1,0,0
8,30.87,249.82,2,1,25,1,1,0,1,0
43,47.37,2028.37,3,5,0,1,0,0,1,0
69,76.27,5203.09,1,7,7,0,1,0,1,0
55,109.73,5775.61,2,0,26,1,1,0,0,0
48,41.02,1899.81,2,6,12,0,0,0,0,0
56,84.23,4644.59,2,1,4,1,2,1,1,0
54,50.93,2757.91,1,4,26,1,1,1,1,0
12,64.23,738.58,4,9,15,1,2,1,1,0
28,59.23,1634.46,2,2,6,2,2,0,0,0
30,112.1,3432.19,5,5,20,0,1,1,0,0
4,27.46,111.65,3,0,6,0,1,1,1,0
48,56.84,2840.38,2,7,29,1,0,1,1,0
61,69.76,4307.6,2,9,26,2,1,1,1,0
70,106.12,7613.19,4,3,9,1,0,1,0,0
47,107.98,4968.89,4,9,13,0,0,0,1,0
47,95.02,4455.33,5,5,12,2,0,0,0,0
11,47.33,536.7,1,2,24,0,0,0,0,1
7,51.42,343.77,1,1,11,2,0,1,1,0
25,64.31,1678.13,5,0,3,1,1,1,1,0
7,103.89,717.15,1,4,22,0,1,1,1,1
11,50.08,531.85,4,1,0,1,2,0,1,0
13,81.1,1054.15,4,8,27,2,2,0,1,0
66,72.48,4652.69,2,8,4,2,0,0,1,0
54,82.56,4476.97,5,4,26,0,2,0,0,0
21,67.48,1379.12,5,4,23,1,0,0,1,0
53,75.7,4112.03,3,9,22,2,1,0,1,0
23,33.42,755.66,3,2,18,2,0,0,1,0
47,95.7,4277.88,5,2,6,0,0,0,1,0
55,79.49,4270.85,4,0,21,2,1,1,1,0
22,33.7,737.62,3,1,25,0,1,0,1,0
28,104.71,2982.04,5,4,18,0,1,1,0,0
31,100.82,3208.87,4,3,9,0,1,1,1,0
1,66.52,68.67,1,1,16,0,1,1,1,1
4,39.78,159.85,2,1,3,1,0,1,1,0
5,28.6,139.04,2,3,4,2,2,1,1,0
54,52.13,2812.5,3,8,25,1,2,0,0,0
72,83.11,6033.24,4,5,24,2,1,0,0,0
9,56.71,498.0,2,1,20,1,1,1,1,0
41,41.44,1681.72,1,1,11,0,1,0,1,0
63,92.54,5948.12,4,1,26,2,1,0,0,0
32,80.86,2632.84,2,8,10,0,1,0,1,0
69,74.94,5295.4,2,8,21,0,0,1,1,0
59,87.66,5399.32,5,7,18,0,0,1,1,0
20,86.53,1737.55,4,6,17,1,0,1,0,0
41,70.7,2764.68,2,7,10,1,1,1,1,0
52,29.53,1598.98,3,4,11,0,2,1,0,0
54,114.92,5985.03,1,4,15,2,1,0,1,0
72,36.61,2596.4,2,9,6,2,1,1,0,0
72,81.09,5606.6,2,5,28,2,1,0,0,0
2,62.03,127.82,2,1,4,1,0,0,0,1
18,109.49,1915.89,4,2,10,1,0,0,0,0
15,47.51,720.68,4,3,9,1,0,1,0,0
58,26.29,1509.84,4,1,1,2,2,0,1,0
54,80.12,4462.43,5,8,9,1,0,1,0,0
39,77.2,3005.33,2,3,25,0,1,0,1,0
47,43.87,2114.38,5,1,11,2,0,0,0,0
60,20.35,1248.47,2,5,28,2,2,1,0,0
18,58.16,1095.81,3,9,15,2,0,1,1,0
54,23.51,1315.35,2,7,4,1,0,0,0,0
58,95.89,5638.0,5,9,29,0,1,0,1,0
64,81.5,5396.5,1,4,30,0,1,1,1,0
50,113.25,5889.38,2,9,5,2,2,1,0,0
59,71.13,4192.63,2,6,20,2,2,0,1,0
30,115.53,3358.87,3,4,21,0,0,1,1,0
16,40.88,643.5,1,3,24,1,1,1,1,0
24,64.04,1601.04,5,2,17,2,0,1,0,0
70,103.56,7289.29,1,8,20,0,0,0,1,0
23,74.27,1667.78,2,1,17,1,0,1,0,0
34,110.28,3564.97,2,9,13,2,1,1,0,0
48,82.38,4027.53,3,4,27,1,0,1,1,0
19,57.15,1062.52,3,0,6,0,0,0,1,0
60,21.37,1296.6,4,9,18,0,2,1,1,0
32,106.69,3364.3,4,2,20,2,0,1,0,0
29,39.16,1175.23,4,5,13,0,1,1,1,0
62,88.53,5271.89,1,4,8,0,2,0,0,0
14,50.56,690.2,2,6,10,0,2,1,0,0
58,104.21,6112.07,3,2,14,1,0,1,1,0
57,91.68,4971.28,4,4,7,1,0,0,1,0
45,118.79,5433.63,2,6,1,2,1,0,1,0
2,81.11,157.44,5,6,13,0,2,1,1,1
36,76.66,2687.8,2,6,14,0,1,1,0,0
71,21.36,1537.49,1,1,0,1,1,1,1,0
12,98.11,1214.62,4,0,3,1,2,0,1,0
47,93.99,4430.89,4,6,0,2,0,1,1,0
6,94.71,566.13,2,5,25,0,1,0,1,1
48,70.03,3412.62,1,6,25,2,1,1,0,0
31,67.37,2128.63,3,1,21,0,2,0,0,0
7,78.44,569.96,3,4,14,0,0,1,0,1
39,36.37,1399.55,1,3,20,2,1,0,1,0
60,73.0,4376.55,1,5,14,1,0,0,1,0
60,117.93,7136.94,5,7,20,0,1,0,0,0
1,44.28,45.06,2,0,24,2,1,1,1,0
13,37.95,501.9,5,9,25,0,0,1,0,1
9,51.31,452.48,3,2,18,2,2,0,1,0
40,71.7,2935.96,1,1,8,1,1,0,1,0
5,35.83,185.41,1,0,6,0,2,1,1,0
9,45.03,402.03,3,3,20,2,0,1,0,0
48,99.86,4991.68,5,6,8,0,2,1,0,0
41,25.55,1004.41,2,8,3,2,1,0,1,0
69,100.91,7118.38,5,9,7,1,0,0,1,0
43,67.47,2952.47,2,0,24,0,0,0,1,0
24,36.92,918.05,4,3,8,0,1,1,0,0
51,62.2,3290.98,2,4,30,2,0,0,1,0
25,102.76,2546.06,5,7,7,1,0,1,0,0
36,87.19,3220.28,2,8,11,0,2,1,0,0
20,47.38,960.01,3,8,29,0,2,1,1,0
67,97.33,6687.03,2,1,3,0,1,0,0,0
19,55.04,1054.82,2,6,30,1,1,1,0,0
64,49.97,3064.79,5,9,5,0,0,0,1,0
5,97.76,473.51,5,1,18,0,2,0,0,1
25,32.59,813.99,1,9,17,1,1,0,0,0
21,29.07,583.78,2,4,13,2,2,1,1,0
52,81.47,4054.6,5,3,11,2,0,1,1,0
48,113.65,5308.17,4,0,28,1,2,0,0,0
54,114.94,5905.6,5,7,28,0,0,0,1,0
33,94.69,2995.79,5,7,1,0,0,0,1,0
45,71.59,3114.86,5,6,2,1,2,0,1,0
39,108.37,4362.52,3,7,18,1,2,0,0,0
59,58.15,3440.58,1,2,2,0,2,0,0,0
19,54.52,1059.22,3,7,19,2,0,0,1,0
32,102.79,3275.75,3,9,18,1,1,0,1,0
40,78.56,3185.13,1,6,14,1,0,0,1,0
4,60.88,240.37,5,5,28,2,1,0,1,1
8,93.7,724.5,5,8,19,1,1,0,1,1
34,36.77,1245.39,1,8,10,1,0,0,1,0
32,30.86,956.34,3,6,28,0,0,0,1,0
8,20.88,166.03,1,6,20,0,2,1,1,0
21,33.61,674.34,1,0,0,1,2,1,0,0
45,62.51,2847.85,2,9,14,1,1,0,0,0
58,79.02,4394.19,4,9,3,2,0,1,1,0
35,67.87,2444.18,1,1,27,0,0,1,0,0
30,24.93,728.96,3,0,17,2,0,0,0,0
23,82.48,1863.32,1,8,29,0,0,0,1,1
25,75.66,1973.41,2,4,1,0,2,0,1,0
62,79.95,4846.27,5,9,1,2,0,1,0,0
53,69.1,3629.46,4,6,24,0,2,0,0,0
53,24.83,1297.03,1,9,29,0,2,1,1,0
14,39.9,573.52,1,5,19,0,1,1,0,1
29,107.2,3204.07,4,3,4,2,2,1,1,0
40,96.08,3768.97,4,4,0,0,2,1,1,0
36,86.72,3026.97,4,3,14,0,2,1,0,0
60,109.63,6384.94,3,0,3,0,1,1,1,0
72,33.63,2351.59,4,7,0,2,2,0,0,0
72,77.73,5593.35,5,9,27,0,2,1,0,0
8,80.59,637.86,2,7,5,2,1,0,0,1
21,70.12,1439.46,1,6,5,2,1,0,1,0
44,72.49,3113.98,4,8,26,2,1,0,1,0
21,43.85,887.42,2,6,11,1,1,0,0,0
62,113.76,7077.71,2,7,8,0,0,0,0,0
18,23.05,397.18,5,9,19,1,2,0,1,0
28,36.01,965.69,1,8,25,0,2,1,1,0
65,70.98,4713.73,2,9,10,2,2,0,0,0
5,41.93,213.86,1,2,22,2,1,1,0,0
53,89.56,4716.99,5,2,0,2,1,0,1,0
64,24.48,1569.54,2,1,30,2,2,1,1,0
24,75.67,1831.78,1,2,0,0,2,0,1,0
54,66.25,3411.92,3,3,23,2,0,0,0,0
22,53.47,1193.52,5,5,29,0,2,1,1,0
64,93.21,5814.49,3,1,2,1,0,1,1,0
14,99.39,1342.31,1,8,13,1,2,1,0,0
54,74.53,4112.35,2,3,3,1,1,1,1,0
53,98.2,5248.13,5,2,23,0,2,1,0,0
47,58.33,2840.43,5,2,14,0,1,1,1,0
18,40.02,750.13,5,4,30,1,2,0,1,0
30,116.33,3587.33,4,9,18,2,2,1,0,0
15,105.75,1578.89,4,9,17,1,1,1,1,0
61,42.37,2493.03,1,7,0,2,0,1,1,0
47,48.46,2292.68,3,3,19,2,2,0,0,0
33,23.44,756.04,4,5,6,1,0,1,0,0
60,85.8,5323.1,5,2,27,2,2,0,0,0
44,88.99,4048.16,2,7,1,1,2,0,1,0
22,70.0,1549.92,1,8,13,0,1,0,0,0
25,28.54,718.88,5,3,29,1,1,0,1,0
27,85.82,2353.74,1,7,20,2,1,0,0,0
57,40.73,2258.82,2,8,8,1,1,0,0,0
20,37.89,766.96,2,8,5,2,2,1,0,0
59,67.08,4040.07,3,1,19,2,1,1,1,0
54,107.67,6020.74,5,7,1,2,0,0,1,0
40,110.86,4505.83,1,3,22,1,1,1,0,0
52,70.14,3541.1,4,7,26,0,2,0,0,0
48,55.77,2739.37,3,9,3,1,0,0,0,0
29,80.0,2314.21,1,1,20,2,0,0,1,0
12,95.71,1102.48,5,2,7,2,1,1,0,0
26,38.9,998.62,1,0,25,2,2,0,0,0
54,38.32,2001.53,2,1,26,2,2,0,1,0
40,67.31,2578.31,4,1,23,0,0,1,0,0
71,27.81,2009.1,3,5,13,2,0,1,1,0
10,93.78,964.0,1,6,7,1,0,0,1,1
11,108.65,1146.65,4,4,7,2,0,1,1,0
3,38.94,114.86,1,3,0,2,0,0,1,0
21,33.07,699.3,4,7,19,1,1,0,1,0
42,115.55,4896.27,5,4,19,2,0,1,1,0
58,113.3,6407.64,2,6,7,0,2,1,0,0
51,115.79,5946.3,2,1,1,0,2,0,1,0
29,35.55,1042.87,1,3,0,0,0,1,0,0
3,76.59,240.17,2,1,13,0,1,0,0,1
46,27.4,1216.19,3,4,12,2,1,1,0,0
21,116.87,2571.6,2,6,15,0,0,0,1,0
32,30.77,996.74,2,0,24,1,2,1,1,0
18,34.95,605.24,4,2,6,1,1,0,1,0
30,102.77,3083.1,3,4,7,2,2,1,1,0
33,20.75,711.12,1,1,26,1,1,0,1,0
2,81.7,155.28,1,5,26,2,2,1,1,0
59,116.43,7072.93,4,1,26,0,2,0,1,0
35,24.66,838.35,3,4,28,2,0,1,0,0
17,50.57,859.2,3,9,19,2,2,1,0,0
41,107.6,4352.56,4,7,10,0,1,0,1,0
44,29.61,1280.9,3,9,3,1,1,0,0,0
29,60.49,1749.79,1,7,9,1,0,1,0,0
50,62.33,3018.76,2,7,10,0,1,1,1,0
34,81.22,2856.0,4,4,26,0,1,1,0,0
37,95.93,3556.7,3,3,9,1,2,0,1,0
72,98.27,7316.03,2,9,19,2,1,1,1,0
24,35.83,900.81,1,3,29,1,2,0,0,0
39,59.99,2387.71,1,5,17,2,2,1,1,0
28,40.1,1169.46,4,5,8,2,1,1,1,0
40,76.35,3075.9,2,3,11,2,0,0,0,0
9,36.35,335.53,3,4,26,0,2,0,0,1
2,103.82,204.51,1,2,23,0,1,1,1,1
22,72.28,1520.26,3,0,4,1,2,1,0,0
47,111.15,5399.92,1,7,27,2,2,1,0,0
50,92.44,4408.5,2,9,22,0,1,0,1,0
39,20.39,781.67,2,2,11,2,0,0,1,0
35,40.8,1443.64,5,0,4,1,1,0,1,0
67,50.63,3371.86,1,8,7,2,1,0,1,0
61,91.55,5333.09,4,4,10,0,2,0,1,0
39,23.18,861.27,4,7,25,2,0,0,1,0
18,102.95,1790.87,4,6,24,1,1,1,1,0
43,78.23,3410.37,4,7,19,2,1,1,0,0
20,40.44,818.82,2,7,28,1,2,1,1,0
11,36.34,386.56,4,1,23,1,0,0,1,0
56,119.51,6402.64,5,7,7,0,1,0,0,0
50,101.47,4988.32,3,9,24,1,1,0,0,0
70,81.8,5763.65,4,5,13,0,1,1,0,0
49,100.23,4719.34,4,6,10,0,0,0,1,0
10,36.9,387.24,5,6,0,1,0,1,1,0
44,32.59,1410.47,5,2,17,0,0,0,0,0
58,91.93,5440.93,3,2,0,0,2,1,0,0
32,101.27,3126.55,5,5,27,0,2,0,1,0
30,37.8,1169.16,4,4,20,1,0,0,0,0
31,95.19,2986.13,5,1,2,2,2,1,0,0
44,52.28,2396.82,2,6,9,2,2,0,0,0
14,113.96,1551.64,3,5,3,1,2,1,1,0
35,44.36,1551.12,5,6,15,0,2,1,1,0
6,119.56,737.15,1,9,10,1,2,1,0,1
6,39.92,248.95,1,4,17,2,2,1,0,0
61,82.59,5165.73,2,3,17,0,0,0,0,0
34,87.75,3073.95,3,3,18,1,1,0,0,0
27,102.73,2656.13,2,8,16,0,0,1,1,0
72,112.54,8266.7,4,3,17,1,1,0,1,0
57,32.83,1877.39,1,9,25,2,1,1,0,0
16,46.81,748.09,2,6,7,1,2,1,1,0
8,74.78,577.64,1,9,14,1,0,1,0,1
28,28.16,756.45,5,9,27,0,0,1,0,0
1,75.29,75.02,4,8,7,1,2,0,1,1
65,32.49,2095.26,3,7,26,2,2,1,1,0
17,67.29,1087.53,3,8,2,2,0,0,0,0
48,69.24,3177.08,3,8,0,1,0,0,0,0
14,25.25,360.49,1,3,11,2,2,0,1,0
49,97.75,4804.41,5,3,10,0,2,0,1,0
15,52.57,770.04,1,4,30,0,2,1,1,0
56,52.7,3089.26,1,1,7,0,2,1,1,0
44,35.35,1544.38,5,6,4,0,2,0,0,0
40,87.6,3652.42,3,1,11,2,2,1,1,0
2,58.13,121.24,1,7,27,2,0,0,0,1
50,31.8,1602.0,5,2,2,2,1,0,1,0
59,97.56,5477.08,4,0,19,2,0,0,0,0
55,105.02,5677.08,1,3,8,2,2,1,0,0
32,101.28,3347.17,5,0,11,1,1,0,1,0
5,46.69,232.02,4,7,16,0,0,0,1,1
13,102.52,1272.47,3,3,17,0,1,0,1,0
46,26.73,1235.87,3,8,8,1,2,1,0,0
47,113.59,5456.03,3,4,25,0,2,1,0,0
63,77.98,4721.11,1,0,29,1,1,1,1,0
55,40.56,2246.25,2,4,1,0,1,1,1,0
54,73.63,4067.95,4,5,16,0,2,0,1,0
27,110.55,3070.34,1,1,10,0,1,0,1,0
8,49.94,381.36,1,0,5,0,1,0,1,0
27,74.07,2048.19,1,0,6,2,1,1,1,0
25,89.16,2119.22,3,9,25,1,2,1,1,0
56,38.48,2262.15,5,4,6,1,1,0,0,0
31,44.17,1359.59,1,8,6,0,1,1,0,0
47,37.27,1669.36,1,2,24,1,1,0,1,0
29,50.45,1447.04,1,5,13,2,0,0,0,0
62,105.05,6514.95,5,2,8,2,1,0,0,0
51,34.53,1840.0,1,2,22,0,0,0,1,0
52,110.62,5484.92,1,3,10,2,0,1,0,0
14,50.9,687.31,1,5,28,2,0,1,1,0
70,60.44,4079.25,2,3,29,1,2,0,0,0
3,31.14,91.61,2,2,13,1,2,0,0,0
32,81.37,2586.94,3,5,28,1,0,1,1,0
46,70.43,3285.58,2,6,24,1,2,1,0,0
52,70.92,3555.64,2,5,20,1,1,1,1,0
28,67.83,1811.88,4,7,8,0,1,1,0,0
2,52.93,106.14,3,9,21,0,2,1,1,1
38,62.79,2461.76,2,6,1,0,2,1,0,0
61,98.8,6103.13,2,8,12,1,2,1,1,0
18,115.0,1979.85,2,8,4,2,0,0,1,0
28,35.64,948.33,2,1,21,0,1,0,1,0
71,87.06,5911.51,5,6,14,1,2,1,0,0
9,66.5,598.19,3,0,17,0,2,1,0,0
56,24.64,1366.78,1,7,1,2,1,0,1,0
13,93.75,1213.36,3,6,13,1,2,0,0,0
24,63.39,1519.85,2,1,18,0,0,0,0,0
44,25.54,1073.88,4,1,26,0,1,1,0,0
51,103.67,5472.09,1,7,3,1,2,1,0,0
43,110.29,4732.58,2,8,9,2,2,0,0,0
17,102.62,1789.31,2,0,17,2,2,1,0,0
45,38.5,1712.99,5,1,2,0,0,1,1,0
18,41.82,740.8,1,1,23,1,1,1,0,0
18,60.71,1078.26,3,4,11,0,1,1,0,0
10,46.77,482.95,5,7,4,2,1,1,0,0
49,35.3,1646.15,5,1,18,1,2,1,0,0
31,119.65,3720.47,3,5,14,0,1,1,1,0
1,51.52,49.68,2,2,15,2,1,1,1,0
59,92.24,5419.17,3,5,11,0,1,0,0,0
27,50.63,1340.11,1,3,3,0,0,0,0,0
49,32.03,1629.04,3,1,19,0,0,1,1,0
17,56.85,925.91,1,3,10,2,0,1,0,0
28,90.07,2408.61,5,1,27,1,0,0,1,0
33,42.26,1424.29,3,0,21,0,1,1,0,0
25,34.53,895.65,3,6,1,1,2,0,1,0
24,71.39,1727.03,4,9,0,1,1,1,0,0
43,104.8,4300.87,5,4,4,2,1,0,0,0
57,47.21,2756.71,3,0,28,0,2,0,1,0
54,28.53,1485.32,2,2,1,1,0,0,1,0
47,101.73,4855.52,3,3,19,2,0,1,1,0
25,69.33,1815.21,1,1,21,1,2,1,1,0
41,76.12,3270.89,4,0,2,2,0,1,0,0
10,76.77,752.11,4,4,16,0,0,1,1,1
66,118.09,7643.14,4,2,8,0,2,1,1,0
62,119.93,7531.45,4,2,18,2,1,0,0,0
24,104.03,2513.04,2,0,4,2,0,0,1,0
72,49.31,3715.79,5,4,24,0,1,0,0,0
55,53.24,2883.53,2,3,7,2,1,0,1,0
22,42.3,951.42,5,3,12,0,0,0,0,0
59,62.99,3843.96,4,4,0,1,2,0,0,0
32,85.09,2787.07,3,8,2,2,2,0,0,0
62,114.8,6897.21,5,1,8,0,1,0,0,0
39,112.07,4538.86,3,1,21,0,0,1,0,0
10,33.2,326.32,1,4,12,0,0,0,0,1
35,46.62,1680.9,5,7,1,2,0,0,0,0
54,44.03,2432.15,4,2,1,0,0,1,1,0
1,94.99,96.73,5,4,14,2,0,0,0,1
63,114.76,7156.31,1,1,2,0,0,0,0,0
51,51.62,2527.39,3,6,22,0,0,1,0,0
12,46.4,555.74,3,5,18,2,0,0,1,0
34,117.89,4142.4,3,2,5,0,0,0,0,0
33,40.57,1338.89,3,5,7,0,1,1,1,0
11,73.1,835.87,4,4,9,1,1,0,1,0
16,38.31,600.13,1,2,22,2,1,1,1,0
23,58.63,1412.84,4,7,27,0,1,1,1,0
67,91.81,6227.29,5,8,27,1,2,1,0,0
39,26.2,1021.13,3,5,6,0,0,0,0,0
28,78.3,2287.38,2,5,8,2,2,1,1,0
23,56.48,1340.47,1,8,22,1,2,0,0,0
7,94.95,690.2,3,6,3,0,0,1,1,1
12,103.74,1269.36,1,0,7,2,0,0,1,0
63,34.82,2100.3,5,7,18,1,2,1,0,0
10,38.87,398.34,2,5,3,2,2,1,1,0
